annee,code,libelle,codspe,codniv,codec,cm,td,tp,tpe,cr
2025/2026,ELN241,Mathematics IV ,ELN,02,FUND,40.0,15.0,0.0,5.0,4.0
2025/2026,ELN242,Computer Science II ,ELN,02,FUND,40.0,20.0,10.0,5.0,5.0
2025/2026,ELN243,"Planing and Intervention in
Maintenance of complexe Systems ",ELN,02,PROF,40.0,15.0,0.0,5.0,4.0
2025/2026,ELN244,Home Electronics and Automation ,ELN,02,PROF,25.0,0.0,30.0,5.0,4.0
2025/2026,ELN245,Digital Electronics and power Control ,ELN,02,PROF,25.0,0.0,30.0,5.0,4.0
2025/2026,ELN246,Professional internship ,ELN,02,PROF,0.0,0.0,0.0,90.0,6.0
2025/2026,ELN247,Economy and business organization ,ELN,02,TRANS,25.0,15.0,0.0,5.0,3.0
2025/2026,ELT 111,Mathematics I ,HNDET,01,FUND,40.0,15.0,0.0,5.0,4.0
2025/2026,ELT 112,Physics and Chemistry I ,HNDET,01,FUND,40.0,20.0,10.0,5.0,5.0
2025/2026,ELT 113,Basics of Electricity and Electrical circuit ,HNDET,01,PROF,40.0,30.0,0.0,5.0,5.0
2025/2026,ELT 114,Electrical Machines ,HNDET,01,PROF,45.0,25.0,0.0,5.0,5.0
2025/2026,ELT 115,Electronics and automation ,HNDET,01,PROF,40.0,20.0,10.0,5.0,5.0
2025/2026,ELT 116,Construction Design ,HNDET,01,PROF,25.0,10.0,5.0,5.0,3.0
2025/2026,ELT 117,Bilingual Training ,HNDET,01,TRANS,25.0,15.0,0.0,5.0,3.0
2025/2026,ELT 121,Mathematics II ,HNDET,01,FUND,40.0,15.0,0.0,5.0,4.0
2025/2026,ELT 122,Physics and Computer Science ,HNDET,01,FUND,35.0,20.0,15.0,5.0,5.0
2025/2026,ELT 123,Electrical Machines and Measurment Technics ,HNDET,01,PROF,45.0,25.0,0.0,5.0,5.0
2025/2026,ELT 124,Electronics and signal processing ,HNDET,01,PROF,45.0,25.0,0.0,5.0,5.0
2025/2026,ELT 125,Power Electronics ,HNDET,01,PROF,30.0,0.0,25.0,5.0,4.0
2025/2026,ELT 126,CAD in Electrical Engineering ,HNDET,01,PROF,10.0,10.0,40.0,0.0,4.0
2025/2026,ELT 127,"Business creation, Civic and moral Education ",HNDET,01,TRANS,25.0,15.0,0.0,5.0,3.0
2025/2026,ELT 231,Mathematics III ,HNDET,02,FUND,40.0,15.0,0.0,5.0,4.0
2025/2026,ELT 232,Physics and Chemistry III ,HNDET,02,FUND,40.0,20.0,10.0,5.0,5.0
2025/2026,ELT 233,Energy production and Schema ,HNDET,02,PROF,30.0,15.0,25.0,5.0,5.0
2025/2026,ELT 234,Servoing and Data communication ,HNDET,02,PROF,30.0,0.0,25.0,5.0,4.0
2025/2026,ELT 235,Advabced Electronics ,HNDET,02,PROF,30.0,0.0,25.0,5.0,4.0
2025/2026,ELT 236,Electrical Machines practicals works ,HNDET,02,PROF,30.0,0.0,40.0,5.0,5.0
2025/2026,ELT 237,Accounting and labour law ,HNDET,02,TRANS,25.0,15.0,0.0,5.0,3.0
2025/2026,ELT 241,Mathematics IV ,HNDET,02,FUND,40.0,15.0,0.0,5.0,4.0
2025/2026,ELT 242,Computer science II ,HNDET,02,FUND,40.0,20.0,10.0,5.0,5.0
2025/2026,ELT 243,Maintenance and industrial Networks ,HNDET,02,PROF,30.0,20.0,20.0,5.0,5.0
2025/2026,ELT 244,Electrical Installation and Equipments ,HNDET,02,PROF,30.0,15.0,10.0,5.0,4.0
2025/2026,ELT 245,Practical Work Electrical Machine II ,HNDET,02,PROF,10.0,0.0,30.0,5.0,3.0
2025/2026,ELT 246,Internship ,HNDET,02,PROF,0.0,0.0,0.0,90.0,6.0
2025/2026,ELT 247,Economy and business organization ,HNDET,02,TRANS,25.0,15.0,0.0,5.0,3.0
2025/2026,ELT111,Mathématiques I,BTSET,01,FOND,30.0,25.0,0.0,5.0,4.0
2025/2026,ELT112,Physique et Chimie,BTSET,01,FOND,35.0,23.0,12.0,5.0,5.0
2025/2026,ELT113,Electricité générale et Circuits électriques,BTSET,01,PROF,40.0,30.0,0.0,5.0,5.0
2025/2026,ELT114,Machine électrique I,BTSET,01,PROF,45.0,25.0,0.0,5.0,5.0
2025/2026,ELT115,Electronique et automatisme,BTSET,01,PROF,40.0,20.0,15.0,0.0,5.0
2025/2026,ELT116,Technologie de construction,BTSET,01,PROF,25.0,10.0,5.0,5.0,3.0
2025/2026,ELT117,Expression écrite et Formation bilingue,BTSET,01,TRANS,25.0,15.0,5.0,45.0,3.0
2025/2026,ELT121,Mathématiques II,BTSET,01,FOND,30.0,25.0,0.0,5.0,4.0
2025/2026,ELT122,Physique et Informatique,BTSET,01,FOND,35.0,20.0,15.0,5.0,5.0
2025/2026,ELT123,Machines électriques et techniques de mesures,BTSET,01,PROF,45.0,25.0,0.0,5.0,5.0
2025/2026,ELT124,Electronique et traitement du signal,BTSET,01,PROF,45.0,25.0,0.0,5.0,5.0
2025/2026,ELT125,Electronique de puissance,BTSET,01,PROF,30.0,30.0,0.0,0.0,4.0
2025/2026,ELT126,CAO en Génie électrique,BTSET,01,PROF,10.0,10.0,40.0,0.0,4.0
2025/2026,ELT127,"Création d’entreprise et Education civique et
éthique",BTSET,01,TRANS,30.0,10.0,0.0,5.0,3.0
2025/2026,ELT231,Mathématiques III,BTSET,02,FOND,30.0,30.0,0.0,0.0,4.0
2025/2026,ELT232,Physique et Chimie,BTSET,02,FOND,35.0,20.0,15.0,5.0,5.0
2025/2026,ELT233,Productions et schémas,BTSET,02,PROF,45.0,25.0,0.0,5.0,5.0
2025/2026,ELT234,Asservissements et communication des données,BTSET,02,PROF,45.0,30.0,0.0,0.0,5.0
2025/2026,ELT235,Electronique III,BTSET,02,PROF,20.0,10.0,30.0,0.0,4.0
2025/2026,ELT236,TP Machines électrique I,BTSET,02,PROF,0.0,0.0,55.0,5.0,4.0
2025/2026,ELT237,Comptabilité et Droit du travail,BTSET,02,TRANS,30.0,10.0,0.0,5.0,3.0
2025/2026,ELT241,Mathématiques IV,BTSET,02,FOND,30.0,30.0,0.0,0.0,4.0
2025/2026,ELT242,Informatique II,BTSET,02,FOND,20.0,10.0,40.0,5.0,5.0
2025/2026,ELT243,Maintenance et réseaux industriels,BTSET,02,PROF,30.0,10.0,15.0,5.0,4.0
2025/2026,ELT244,Installations électriques et appareillages,BTSET,02,PROF,30.0,15.0,10.0,5.0,4.0
2025/2026,ELT245,TP Machines électriques II,BTSET,02,PROF,0.0,0.0,60.0,0.0,4.0
2025/2026,ELT246,Stage professionnel,BTSET,02,PROF,0.0,0.0,60.0,30.0,6.0
2025/2026,ELT247,Economie,BTSET,02,TRANS,30.0,10.0,0.0,5.0,3.0
2025/2026,FCL111,Mathématiques I,FCL,01,FOND,30.0,25.0,0.0,5.0,4.0
2025/2026,FCL112,TIC I,FCL,01,FOND,30.0,20.0,20.0,5.0,5.0
2025/2026,FCL113,Electronique et Electrotechnique,FCL,01,PROF,35.0,20.0,15.0,5.0,5.0
2025/2026,FCL114,Thermodynamique,FCL,01,PROF,20.0,15.0,5.0,5.0,3.0
2025/2026,FCL115,Transferts thermique,FCL,01,PROF,40.0,15.0,0.0,5.0,4.0
2025/2026,FCL116,Mécanique des fluides et technique de mesure,FCL,01,PROF,55.0,30.0,0.0,5.0,6.0
2025/2026,FCL117,Formation bilingue,FCL,01,TRANS,27.0,15.0,0.0,3.0,3.0
2025/2026,FCL121,Mathématiques II,FCL,01,FOND,30.0,25.0,0.0,5.0,4.0
2025/2026,FCL122,Physique et Chimie I,FCL,01,FOND,30.0,20.0,20.0,5.0,5.0
2025/2026,FCL123,Technologies des installations frogorifiques,FCL,01,PROF,35.0,20.0,0.0,5.0,4.0
2025/2026,FCL124,Régulation et Gestion d’énergie,FCL,01,PROF,15.0,15.0,25.0,5.0,4.0
2025/2026,FCL125,Automatique et Ventilation,FCL,01,PROF,35.0,20.0,0.0,5.0,4.0
2025/2026,FCL126,"Hydraulique et Schémas électriques appliqués au
froid",FCL,01,PROF,50.0,25.0,10.0,5.0,6.0
2025/2026,FCL127,Economie et Gestion des entreprises,FCL,01,TRANS,25.0,15.0,0.0,5.0,3.0
2025/2026,FCL231,Mathématiques III,FCL,02,FOND,30.0,25.0,0.0,5.0,4.0
2025/2026,FCL232,Physique et Chimie II,FCL,02,FOND,30.0,25.0,15.0,5.0,5.0
2025/2026,FCL233,CAO et DAO,FCL,02,PROF,5.0,5.0,60.0,5.0,5.0
2025/2026,FCL234,Travaux pratiques,FCL,02,PROF,5.0,5.0,60.0,5.0,5.0
2025/2026,FCL235,Entrepôt frigorifique et installation,FCL,02,PROF,40.0,15.0,0.0,5.0,4.0
2025/2026,FCL236,Production du froid,FCL,02,PROF,25.0,15.0,15.0,5.0,4.0
2025/2026,FCL237,Méthodologie de rédaction du RDS,FCL,02,TRANS,27.0,15.0,0.0,3.0,3.0
2025/2026,FCL241,Mathématiques IV,FCL,02,FOND,30.0,25.0,0.0,5.0,4.0
2025/2026,FCL242,Informatique II,FCL,02,FOND,30.0,25.0,15.0,5.0,5.0
2025/2026,FCL243,Matériaux,FCL,02,PROF,22.0,15.0,5.0,3.0,3.0
2025/2026,FCL244,"Electricité et Technologie des installations
frigorifiques",FCL,02,PROF,30.0,25.0,30.0,5.0,6.0
2025/2026,FCL245,Conservation frigorifique,FCL,02,PROF,20.0,10.0,10.0,5.0,3.0
2025/2026,FCL246,Stage académique,FCL,02,PROF,0.0,0.0,60.0,30.0,6.0
2025/2026,FCL247,Comptabilité et Economie,FCL,02,TRANS,27.0,15.0,0.0,3.0,3.0
2025/2026,GTO111,Mathématiques I,GTO,01,FOND,30.0,25.0,0.0,5.0,4.0
2025/2026,GTO112,Physique et Chimie I,GTO,01,FOND,30.0,25.0,15.0,5.0,5.0
2025/2026,GTO113,Topométrie I,GTO,01,PROF,45.0,25.0,15.0,5.0,6.0
2025/2026,GTO114,Dessin Technique et Cartographie I,GTO,01,PROF,30.0,25.0,0.0,5.0,4.0
2025/2026,GTO115,Système Géographique I,GTO,01,PROF,35.0,20.0,0.0,5.0,4.0
2025/2026,GTO116,Géologie de l’ingénieur /Topologie,GTO,01,PROF,30.0,25.0,0.0,5.0,4.0
2025/2026,GTO117,Expression écrite et Formation bilingue,GTO,01,TRANS,25.0,17.0,0.0,3.0,3.0
2025/2026,GTO121,Mathématiques II,GTO,01,FOND,30.0,25.0,0.0,5.0,4.0
2025/2026,GTO122,Physique et Informatique,GTO,01,FOND,30.0,20.0,20.0,5.0,5.0
2025/2026,GTO123,Système Géographique II,GTO,01,PROF,35.0,20.0,0.0,5.0,4.0
2025/2026,GTO124,Dessin Technique et Cartographie II,GTO,01,PROF,15.0,25.0,15.0,5.0,4.0
2025/2026,GTO125,Régime Foncier et Domanial,GTO,01,PROF,27.0,15.0,0.0,3.0,3.0
2025/2026,GTO126,Calculs Topometriques II et Technologie Topometrique II,GTO,01,PROF,55.0,25.0,20.0,5.0,7.0
2025/2026,GTO127,"Création d’entreprise, Education civique et éthique",GTO,01,TRANS,26.0,15.0,0.0,4.0,3.0
2025/2026,GTO231,Mathématiques III,GTO,02,FOND,30.0,25.0,0.0,5.0,4.0
2025/2026,GTO232,Physique et Chimie II,GTO,02,FOND,35.0,20.0,15.0,5.0,5.0
2025/2026,GTO233,Système Géographique III et Télédétection,GTO,02,PROF,35.0,15.0,5.0,5.0,4.0
2025/2026,GTO234,Calculs Topometriques III,GTO,02,PROF,30.0,15.0,10.0,5.0,4.0
2025/2026,GTO235,Technologie Topometrique III,GTO,02,PROF,15.0,15.0,25.0,5.0,4.0
2025/2026,GTO236,Urbanisme et Dessin Assisté Par Ordinateur,GTO,02,PROF,35.0,20.0,30.0,5.0,6.0
2025/2026,GTO237,Méthodologie de rédaction du RDS,GTO,02,TRANS,27.0,15.0,0.0,3.0,3.0
2025/2026,GTO241,Mathématiques IV,GTO,02,FOND,30.0,25.0,0.0,5.0,4.0
2025/2026,GTO242,Informatique II,GTO,02,FOND,20.0,10.0,40.0,5.0,5.0
2025/2026,GTO243,Topometrie IV,GTO,02,PROF,25.0,35.0,10.0,5.0,5.0
2025/2026,GTO244,Géodésie et Télédétection,GTO,02,PROF,35.0,15.0,20.0,5.0,5.0
2025/2026,GTO245,Voiries et Réseaux Divers,GTO,02,PROF,28.0,0.0,15.0,2.0,3.0
2025/2026,GTO246,Stage Professionnel,GTO,02,PROF,0.0,0.0,75.0,0.0,5.0
2025/2026,GTO247,Comptabilité et Economie,GTO,02,TRANS,27.0,15.0,0.0,3.0,3.0
2025/2026,IGL111,Outils Mathématiques I,IGL,01,FOND,45.0,25.0,0.0,5.0,5.0
2025/2026,IGL112,Environnement de base I,IGL,01,FOND,20.0,10.0,25.0,5.0,4.0
2025/2026,IGL113,Architecture,IGL,01,PROF,30.0,10.0,0.0,5.0,3.0
2025/2026,IGL114,Initiation à l’algorithmique,IGL,01,PROF,40.0,30.0,0.0,5.0,5.0
2025/2026,IGL115,Initiation au Génie logiciel,IGL,01,PROF,70.0,30.0,0.0,5.0,7.0
2025/2026,IGL116,Traitement des données multimédia,IGL,01,PROF,20.0,5.0,20.0,0.0,3.0
2025/2026,IGL117,Anglais et Comptabilité générale,IGL,01,TRANS,30.0,10.0,0.0,5.0,3.0
2025/2026,IGL121,Outils mathématiques II,IGL,01,FOND,35.0,20.0,0.0,5.0,4.0
2025/2026,IGL122,Environnement de base II,IGL,01,FOND,35.0,20.0,15.0,5.0,5.0
2025/2026,IGL123,Programmation I,IGL,01,PROF,20.0,10.0,25.0,5.0,4.0
2025/2026,IGL124,Base de données et MERISE I,IGL,01,PROF,40.0,15.0,15.0,5.0,5.0
2025/2026,IGL125,Programmation II,IGL,01,PROF,20.0,15.0,35.0,5.0,5.0
2025/2026,IGL126,Maintenance et Négociation informatique,IGL,01,PROF,25.0,15.0,15.0,5.0,4.0
2025/2026,IGL127,EOE et Techniques d’expression,IGL,01,TRANS,30.0,10.0,0.0,5.0,3.0
2025/2026,IGL231,Outils mathématiques III,IGL,02,FOND,45.0,25.0,0.0,5.0,5.0
2025/2026,IGL232,Outils mathématiques IV,IGL,02,FOND,40.0,20.0,0.0,0.0,4.0
2025/2026,IGL233,MOO UML,IGL,02,PROF,40.0,10.0,5.0,5.0,4.0
2025/2026,IGL234,Structure de données et langage SQL,IGL,02,PROF,40.0,25.0,5.0,5.0,5.0
2025/2026,IGL235,Programmation III,IGL,02,PROF,15.0,15.0,40.0,5.0,5.0
2025/2026,IGL236,Système et Réseaux,IGL,02,PROF,40.0,10.0,5.0,5.0,4.0
2025/2026,IGL237,Création d’entreprise et Education civique et,IGL,02,TRANS,30.0,10.0,0.0,5.0,3.0
2025/2026,IGL241,Terminaux mobiles,IGL,02,FOND,25.0,10.0,35.0,5.0,5.0
2025/2026,IGL242,Gestion des projets,IGL,02,FOND,30.0,10.0,15.0,5.0,4.0
2025/2026,IGL243,Réseaux et Administration Système,IGL,02,PROF,30.0,10.0,15.0,5.0,4.0
2025/2026,IGL244,POO et Bases de données Avancées,IGL,02,PROF,25.0,5.0,25.0,5.0,4.0
2025/2026,IGL245,Structure de données et IHM,IGL,02,PROF,30.0,10.0,15.0,5.0,4.0
2025/2026,IGL246,Stage professionnel,IGL,02,PROF,0.0,0.0,60.0,30.0,6.0
2025/2026,IGL247,Economie Générale,IGL,02,TRANS,30.0,10.0,0.0,5.0,3.0
2025/2026,IIA111,Outils scientifique de base II,IIA,01,FOND,35.0,20.0,0.0,5.0,4.0
2025/2026,IIA112,Algorithmique et Physique,IIA,01,FOND,40.0,15.0,15.0,5.0,5.0
2025/2026,IIA113,Electricité II,IIA,01,PROF,30.0,20.0,20.0,5.0,5.0
2025/2026,IIA114,Electronique II,IIA,01,PROF,30.0,20.0,20.0,5.0,5.0
2025/2026,IIA115,Réseaux et Téléinformatiques,IIA,01,PROF,25.0,15.0,15.0,5.0,4.0
2025/2026,IIA116,Domotique I,IIA,01,PROF,25.0,15.0,15.0,5.0,4.0
2025/2026,IIA117,Anglais et Comptabilité générale,IIA,01,TRANS,30.0,10.0,0.0,5.0,3.0
2025/2026,IIA121,Outils scientifiques de base I,IIA,01,FOND,35.0,20.0,0.0,5.0,4.0
2025/2026,IIA122,Physique et Informatique de base,IIA,01,FOND,40.0,15.0,15.0,5.0,5.0
2025/2026,IIA123,Electricité I,IIA,01,PROF,30.0,20.0,20.0,5.0,5.0
2025/2026,IIA124,Electronique I,IIA,01,PROF,30.0,20.0,20.0,5.0,5.0
2025/2026,IIA125,Télécommunications,IIA,01,PROF,25.0,15.0,0.0,5.0,3.0
2025/2026,IIA126,Mesures et instrumentations,IIA,01,PROF,30.0,20.0,20.0,5.0,5.0
2025/2026,IIA127,EOE et Techniques d’expression,IIA,01,TRANS,30.0,10.0,0.0,5.0,3.0
2025/2026,IIA231,Outils scientifiques de base III,IIA,02,FOND,35.0,20.0,0.0,5.0,4.0
2025/2026,IIA232,Physique et Informatique III,IIA,02,FOND,40.0,15.0,15.0,5.0,5.0
2025/2026,IIA233,Electricité III,IIA,02,PROF,40.0,20.0,10.0,5.0,5.0
2025/2026,IIA234,Electronique III,IIA,02,PROF,40.0,20.0,10.0,5.0,5.0
2025/2026,IIA235,Automatisme et Electronique de puissance,IIA,02,PROF,40.0,20.0,10.0,5.0,5.0
2025/2026,IIA236,Commande de processus industriels I,IIA,02,PROF,25.0,15.0,0.0,5.0,3.0
2025/2026,IIA237,éthique,IIA,02,TRANS,30.0,10.0,0.0,5.0,3.0
2025/2026,IIA241,Outils scientifiques de base IV,IIA,02,FOND,35.0,20.0,0.0,5.0,4.0
2025/2026,IIA242,Physique et Informatique IV,IIA,02,FOND,40.0,15.0,15.0,5.0,5.0
2025/2026,IIA243,Installation et Domotique,IIA,02,PROF,20.0,10.0,25.0,5.0,4.0
2025/2026,IIA244,Périphériques et Microprocesseurs,IIA,02,PROF,20.0,15.0,5.0,5.0,3.0
2025/2026,IIA245,Automatisme et Commandes/Régulations,IIA,02,PROF,45.0,20.0,10.0,0.0,5.0
2025/2026,IIA246,Stage professionnel,IIA,02,PROF,0.0,0.0,60.0,30.0,6.0
2025/2026,IIA247,Economie Générale,IIA,02,TRANS,30.0,10.0,0.0,5.0,3.0
2025/2026,ISGRCGC54,"Mecaniqe Des Sols Et Geologie
De L’Ingenieur",BCI,03,PROF,0.0,0.0,0.0,0.0,6.0
2025/2026,ISGRCMP51,Analyse Numerique Et Edps,CMP,03,PROF,0.0,0.0,0.0,0.0,4.0
2025/2026,ISGRCMP52,Communicatio N Et Developpemen T Durable,CMP,03,PROF,0.0,0.0,0.0,0.0,4.0
2025/2026,ISGRCMP53,Sciences Des Materiaux,CMP,03,PROF,0.0,0.0,0.0,0.0,6.0
2025/2026,ISGRCMP54,Construction Et Fabrication Mecanique,CMP,03,PROF,0.0,0.0,0.0,0.0,6.0
2025/2026,ISGRCMP55,Systeme Mecanique I Et Gestion De La Maintenance,CMP,03,PROF,0.0,0.0,0.0,0.0,6.0
2025/2026,ISGRCMP56,Metiers De La Construction Metallique,CMP,03,PROF,0.0,0.0,0.0,0.0,4.0
2025/2026,ISGRCMP61,"Mecanique Des Fluides Et Resistance Des
Materiaux",CMP,03,PROF,0.0,0.0,0.0,0.0,6.0
2025/2026,ISGRCMP62,Electrotechnique Et Automatisme Industrielle,CMP,03,PROF,0.0,0.0,0.0,0.0,4.0
2025/2026,ISGRCMP63,Systeme Mecanique Ii Et Projet,CMP,03,PROF,0.0,0.0,0.0,0.0,6.0
2025/2026,ISGRCMP64,Conception Assistee Par Ordinateur,CMP,03,PROF,0.0,0.0,0.0,0.0,4.0
2025/2026,ISGRCMP65,Industrialisation,CMP,03,PROF,0.0,0.0,0.0,0.0,4.0
2025/2026,ISGRCMP66,Production Des Elements De Construction Mecanique Et Metallique,CMP,03,PROF,0.0,0.0,0.0,0.0,6.0
2025/2026,ISGRGC51,Analyse Numerique Et Edps,BCI,03,PROF,0.0,0.0,0.0,0.0,4.0
2025/2026,ISGRGC52,Communication Et Developpement Durable,BCI,03,PROF,0.0,0.0,0.0,0.0,4.0
2025/2026,ISGRGC53,Mecanique Des Milieux Continus Et Rdm,BCI,03,PROF,0.0,0.0,0.0,0.0,6.0
2025/2026,ISGRGC55,Bases Du Genie Civil,BCI,03,PROF,0.0,0.0,0.0,0.0,6.0
2025/2026,ISGRGC56,Materiaux De Construction Et Ingenierie Des Betons,BCI,03,PROF,0.0,0.0,0.0,0.0,4.0
2025/2026,ISGRGC61,"Calcul Des Structures Et
Beton Arme",BCI,03,PROF,0.0,0.0,0.0,0.0,6.0
2025/2026,ISGRGC62,Architecture Et Urbanisme,BCI,03,PROF,0.0,0.0,0.0,0.0,6.0
2025/2026,ISGRGC63,Mecanique Des Fluides Et Hydraulique,BCI,03,PROF,0.0,0.0,0.0,0.0,6.0
2025/2026,ISGRGC64,Geophysique Et Hydrologie Appliquees,BCI,03,PROF,0.0,0.0,0.0,0.0,6.0
2025/2026,ISGRGC65,Topographie- Projet Tutore Et Stage,BCI,03,PROF,0.0,0.0,0.0,0.0,6.0
2025/2026,ISGRGL51,Mathematiques Pour Ingenieur,IGL,03,PROF,0.0,0.0,0.0,0.0,4.0
2025/2026,ISGRGL52,Communication Et Developpement Durable,IGL,03,PROF,0.0,0.0,0.0,0.0,4.0
2025/2026,ISGRGL53,Reseaux Et Logique,IGL,03,PROF,0.0,0.0,0.0,0.0,9.0
2025/2026,ISGRGL54,Systemes D’Information,IGL,03,PROF,0.0,0.0,0.0,0.0,7.0
2025/2026,ISGRGL55,Programmation Web I,IGL,03,PROF,0.0,0.0,0.0,0.0,6.0
2025/2026,ISGRQSRI51,Analyse Numerique Et Edps,QSRI,03,PROF,0.0,0.0,0.0,0.0,4.0
2025/2026,ISGRQSRI52,Communication Et Developpement Durable,QSRI,03,PROF,0.0,0.0,0.0,0.0,4.0
2025/2026,ISGRQSRI53,Sciences Des Materiaux,QSRI,03,PROF,0.0,0.0,0.0,0.0,6.0
2025/2026,ISGRQSRI54,"Teledetection, Procedes Et Theorie Des Maquettes",QSRI,03,PROF,0.0,0.0,0.0,0.0,6.0
2025/2026,ISGRQSRI55,Introduction Aux Sciences Des Procedes,QSRI,03,PROF,0.0,0.0,0.0,0.0,6.0
2025/2026,ISGRQSRI56,Metiers De La Construction Metallique,QSRI,03,PROF,0.0,0.0,0.0,0.0,4.0
2025/2026,IWD111,Outils de base d’infographie,IWD,01,FOND,40.0,30.0,0.0,5.0,5.0
2025/2026,IWD112,Algorithmique et Système d’information,IWD,01,FOND,25.0,30.0,0.0,5.0,4.0
2025/2026,IWD113,Multimédia,IWD,01,PROF,15.0,20.0,35.0,5.0,5.0
2025/2026,IWD114,Design I,IWD,01,PROF,20.0,10.0,25.0,5.0,4.0
2025/2026,IWD115,Images et animations,IWD,01,PROF,20.0,20.0,30.0,5.0,5.0
2025/2026,IWD116,Photographie et programmation web,IWD,01,PROF,20.0,10.0,25.0,5.0,4.0
2025/2026,IWD117,Anglais et Comptabilité générale,IWD,01,TRANS,30.0,10.0,0.0,5.0,3.0
2025/2026,IWD121,Informatique,IWD,01,FOND,35.0,20.0,0.0,5.0,4.0
2025/2026,IWD122,Programmation et photographie II,IWD,01,FOND,20.0,20.0,30.0,5.0,5.0
2025/2026,IWD123,Dessin I,IWD,01,PROF,20.0,10.0,25.0,5.0,4.0
2025/2026,IWD124,Animations,IWD,01,PROF,15.0,20.0,35.0,5.0,5.0
2025/2026,IWD125,Intégration web et effets spéciaux,IWD,01,PROF,20.0,20.0,30.0,5.0,5.0
2025/2026,IWD126,Montage,IWD,01,PROF,20.0,15.0,20.0,5.0,4.0
2025/2026,IWD127,EOE et Techniques d’expression,IWD,01,TRANS,30.0,10.0,0.0,5.0,3.0
2025/2026,IWD231,Science physique et Streaming,IWD,02,FOND,25.0,15.0,15.0,5.0,4.0
2025/2026,IWD232,Programmation et Projet,IWD,02,FOND,25.0,15.0,30.0,5.0,5.0
2025/2026,IWD233,TGA et Animation,IWD,02,PROF,15.0,20.0,35.0,5.0,5.0
2025/2026,IWD234,Programmation II,IWD,02,PROF,25.0,10.0,35.0,5.0,5.0
2025/2026,IWD235,Design,IWD,02,PROF,20.0,15.0,20.0,5.0,4.0
2025/2026,IWD236,PAO,IWD,02,PROF,20.0,15.0,20.0,5.0,4.0
2025/2026,IWD237,Création d’entreprise et Education civique et,IWD,02,TRANS,30.0,10.0,0.0,5.0,3.0
2025/2026,IWD241,Entreprenariat,IWD,02,FOND,25.0,10.0,35.0,5.0,5.0
2025/2026,IWD242,Informatique II,IWD,02,FOND,20.0,10.0,25.0,5.0,4.0
2025/2026,IWD243,Dessin II et Animation II,IWD,02,PROF,25.0,20.0,25.0,5.0,5.0
2025/2026,IWD244,Montage et Design,IWD,02,PROF,20.0,15.0,20.0,5.0,4.0
2025/2026,IWD245,Programmation et administration d’un site web,IWD,02,PROF,10.0,5.0,25.0,5.0,3.0
2025/2026,IWD246,Stage professionnel,IWD,02,PROF,0.0,0.0,60.0,30.0,6.0
2025/2026,IWD247,Economie générale,IWD,02,TRANS,30.0,10.0,0.0,5.0,3.0
2025/2026,LSF4010, Préparation Psychoprophylactique À L’Accouchement,SFM,04,PROF,0.0,0.0,0.0,0.0,1.0
2025/2026,LSF4020, Fondements Pédagogiques,SFM,04,FOND,0.0,0.0,0.0,0.0,1.0
2025/2026,LSF4031," Obstétrique, Maïeutique, Démarche Clinique",SFM,04,PROF,0.0,0.0,0.0,0.0,1.0
2025/2026,LSF4032, Diagnostic Anténatal Et Médecine Fœtale,SFM,04,PROF,0.0,0.0,0.0,0.0,1.0
2025/2026,LSF4041, Compétences En Communication,SFM,04,TRANS,0.0,0.0,0.0,0.0,1.0
2025/2026,LSF4042, Environnement Juridique,SFM,04,TRANS,0.0,0.0,0.0,0.0,1.0
2025/2026,LSF4050," Santé Génésique Des Femmes, Pharmacologie",SFM,04,PROF,0.0,0.0,0.0,0.0,
2025/2026,LSF4070," Soins De La Maternité, Sante De La Reproduction Et Pédiatrie",SFM,04,PROF,0.0,0.0,0.0,0.0,
2025/2026,LSF4080, Stage Professionnelle En Sage - Femme,SFM,04,PROF,0.0,0.0,0.0,0.0,0.0
2025/2026,LSF4090," Suivi Prénatal, Et Postnatal",SFM,04,PROF,0.0,0.0,0.0,0.0,
2025/2026,LSF4100, Séminaires En Sage- Femme Professionnels,SFM,04,PROF,0.0,0.0,0.0,0.0,0.0
2025/2026,LSF4110, Projet De Recherche,SFM,04,PROF,0.0,0.0,0.0,0.0,
2025/2026,LSF4111, Sciences Humaines Et Sociales,SFM,04,PROF,0.0,0.0,0.0,0.0,1.0
2025/2026,LSF4112, Droit Et Législation,SFM,04,TRANS,0.0,0.0,0.0,0.0,
2025/2026,LSF4113, Gestion Hospitalière,SFM,04,PROF,0.0,0.0,0.0,0.0,
2025/2026,LSI4010, Fondamentaux Des Soins Infirmiers,SIN,04,FOND,0.0,0.0,0.0,0.0,
2025/2026,LSI4020, Gestion De La Santé ,SIN,04,PROF,0.0,0.0,0.0,0.0,
2025/2026,LSI4031, Soins Infirmiers Médicaux,SIN,04,PROF,0.0,0.0,0.0,0.0,1.0
2025/2026,LSI4032, Soins Infirmiers Chirurgicaux,SIN,04,PROF,0.0,0.0,0.0,0.0,1.0
2025/2026,LSI4040, Fondements Pédagogiques,SIN,04,FOND,0.0,0.0,0.0,0.0,1.0
2025/2026,LSI4050, Soins Intensifs Et Urgences Médicales ,SIN,04,PROF,0.0,0.0,0.0,0.0,
2025/2026,LSI4061, Compétences En Communication,SIN,04,TRANS,0.0,0.0,0.0,0.0,1.0
2025/2026,LSI4062, Environnement Juridique,SIN,04,TRANS,0.0,0.0,0.0,0.0,1.0
