annee,code,libelle,codfil,codniv,codmes,credit,budmin,budisu,codpro1,codpro2,codpro3,codisu,releve,F15
2024/2025,NUS2346,Artificial feeding,NUS,02,semestre1,0.5,7.5,7.0,ZEEKINLEH,,,ARTIFEEDI,oui,False
2024/2025,NUS2347,Gynecological Care,NUS,02,semestre1,1.0,15.0,10.0,ZEEKINLEH,,,GYNCOLCAR,oui,False
2024/2025,NUS2351,Infectious diseases and parasitic diseases,NUS,02,semestre1,2.0,30.0,25.0,DASAIFA,,,INFPARDES,oui,False
2024/2025,NUS2352,Infectious pathology localized,NUS,02,semestre1,0.5,7.5,7.0,ZIKOM,,,INFPATLOC,oui,False
2024/2025,NUS2353,Surgical pathologies,NUS,02,semestre1,0.5,7.5,7.0,ZIKOM,,,SURGPATHO,oui,False
2024/2025,NUS2354,Pathologies by system,NUS,02,semestre1,1.0,15.0,10.0,MADZELAFEN,,,PATHOLOGI,oui,False
2024/2025,NUS2361,Clinical internship III,NUS,02,semestre1,6.0,90.0,60.0,,,,,oui,False
2024/2025,NUS2373,Methodology of drafting the internship report,NUS,02,semestre1,1.0,15.0,10.0,,,,INTERSHIP,oui,False
2024/2025,NUS2411,Communication for behavior change II,NUS,02,semestre1,1.0,15.0,10.0,ZIKOM,,,COMMUBEH2,oui,False
2024/2025,NUS2412,Community health,NUS,02,semestre2,2.0,30.0,25.0,MADZELAFEN,,,COMMUNITY,oui,False
2024/2025,NUS2413,Health and Development,NUS,02,semestre2,1.0,15.0,10.0,MADZELAFEN,,,HEALTHDEV,oui,False
2024/2025,NUS2421,Laboratory Techniques,NUS,02,semestre2,1.0,15.0,10.0,,,,,oui,False
2024/2025,NUS2422,Medical Imaging,NUS,02,semestre2,1.0,15.0,10.0,,,,MEDIMAGIG,oui,False
2024/2025,NUS2431,Obstetrical pathologies,NUS,02,semestre2,3.0,45.0,30.0,,,,OBSTRPATH,oui,False
2024/2025,NUS2432,Gynecological pathologies,NUS,02,semestre2,2.0,30.0,25.0,CATCHUENTE,,,GYNEPATHO,oui,False
2024/2025,NUS2441,Nursing care to emergencies,NUS,02,semestre2,1.0,15.0,10.0,,,,NUSCAREME,oui,False
2024/2025,NUS2442,Nursing care to the block operator,NUS,02,semestre2,2.0,30.0,24.0,,,,NUSCAROPR,oui,False
2024/2025,NUS2443,Nursing care in anesthesia,NUS,02,semestre2,1.0,15.0,10.0,,,,NUSCARASE,oui,False
2024/2025,NUS2451,Clinical Pharmacology,NUS,02,semestre2,4.0,60.0,40.0,,,,,oui,False
2024/2025,NUS2452,Human Nutrition and pathologies associated,NUS,02,semestre2,2.0,30.0,24.0,,,,HUMNUTPAT,oui,False
2024/2025,NUS2461,Clinical internship IV,NUS,02,semestre2,6.0,90.0,60.0,,,,,oui,False
2024/2025,NUS2471,Ethics and Civic education,NUS,02,semestre2,2.0,30.0,25.0,,,,,oui,False
2024/2025,NUS2472,Initiation to research,NUS,02,semestre2,1.0,15.0,10.0,,,,,oui,False
2024/2025,NUS2473,Construction of a Research proposal- Background,NUS,02,semestre2,0.0,30.0,24.0,,,,,oui,False
2024/2025,NUS3272,Technologie of information and communication 2,NUS,03,semestre2,1.0,15.0,10.0,HANGOMSI,,,COMPUTRAI,oui,False
2024/2025,NUS3324,Medical english,MLS,03,semestre2,2.0,30.0,25.0,,,,MEDICENGL,oui,False
2024/2025,NUS3511,The health programs in Cameroon ,NUS,03,semestre1,2.0,30.0,25.0,ZIKOM,,,PRIOHEATH,oui,False
2024/2025,NUS3512,CBC III (Communication for behavior change (III),NUS,03,semestre1,2.0,30.0,25.0,ZIKOM,,,CCC,oui,False
2024/2025,NUS3521,The economics of health,NUS,03,semestre1,2.0,30.0,25.0,ZIKOM,,,ECONHEALT,oui,False
2024/2025,NUS3522,Hospital management,NUS,03,semestre1,2.0,30.0,25.0,MADZELAFEN,,,HOSPITMAN,oui,False
2024/2025,NUS3523,Health Information System,NUS,03,semestre1,1.0,15.0,10.0,ZIKOM,,,SYSHEAINF,oui,False
2024/2025,NUS3531,Mental health and Nursing care in psychiatry,NUS,03,semestre1,1.0,15.0,10.0,ZIKOM,,,MENTALHEA,oui,False
2024/2025,NUS3532,Geriatrics and care for the elderly,NUS,03,semestre1,1.0,15.0,10.0,ZEEKINLEH,,,GERIANUSI,oui,False
2024/2025,NUS3533,Clinical Pharmacology,NUS,03,semestre1,1.0,15.0,10.0,MADZELAFEN,,,GENIPHARM,oui,False
2024/2025,NUS3534,Therapeutic monitoring,NUS,03,semestre1,2.0,30.0,25.0,MADZELAFEN,,,THERAMONI,oui,False
2024/2025,NUS3541,Resuscitation,NUS,03,semestre1,1.0,15.0,10.0,ZIKOM,,,PERSONRES,oui,False
2024/2025,NUS3542,Care of Persons with Disabilities Special,NUS,03,semestre1,2.0,30.0,25.0,ZEEKINLEH,,,PERSONDIS,oui,False
2024/2025,NUS3551,Internship Community Health II,NUS,03,semestre1,6.0,90.0,60.0,THTCHATCHOUA,,,COMMUNITY,oui,False
2024/2025,NUS3561,Internship of clinical health V,NUS,03,semestre1,6.0,90.0,60.0,THTCHATCHOUA,,,INTCLIHEA,oui,False
2024/2025,NUS3571,Elements of labor law,NUS,03,semestre1,1.0,15.0,10.0,AGNERRIS,,,LABORLAW,oui,False
2024/2025,NUS3572,The elements of health at work,NUS,03,semestre1,1.0,15.0,10.0,ZEEKINLEH,,,HEALTHWOR,oui,False
2024/2025,NUS3573,Elements of school medicine,NUS,03,semestre1,1.0,15.0,10.0,ZEEKINLEH,,,SCHOMEDEC,oui,False
2024/2025,NUS3611,Techniques of specific care 1,NUS,03,semestre2,5.0,75.0,45.0,ZIKOM,,,TECHCASPE,oui,False
2024/2025,NUS3621,Technics of specific care 2,NUS,03,semestre2,4.0,60.0,40.0,CATCHUENTE,ZIKOM,,TECHCARPE,oui,False
2024/2025,NUS3624,Medical english,NUS,03,semestre2,2.0,30.0,25.0,ZIKOM,,,MEDICENGL,oui,False
2024/2025,NUS3631,Implementation in the Professional Situation 1,NUS,03,semestre2,4.0,60.0,40.0,ZEEKINLEH,,,IMPPROSIT,oui,False
2024/2025,NUS3641,Implementation in the professional situation 2,NUS,03,semestre2,3.0,45.0,30.0,CATCHUENTE,,,IMPLEMENT,oui,False
2024/2025,NUS3651,Implementation in the professional situation 3,NUS,03,semestre2,6.0,90.0,60.0,ZIKOM,,,IMPLEMEN3,oui,False
2024/2025,NUS3652,School Medecine,NUS,03,semestre2,1.0,15.0,10.0,ZEEKINLEH,,,SCHOMEDEC,oui,False
2024/2025,NUS3661,Drafting of the research project,NUS,03,semestre2,5.0,75.0,45.0,CATCHUENTE,,,DAVRESPRO,oui,False
2024/2025,NUS3671,Professional ethics and deontology ,NUS,03,semestre2,1.0,30.0,25.0,ZIKOM,,,ETHMEDDEO,oui,False
2024/2025,NUS3672,ANGLAIS,NUS,03,semestre2,1.0,15.0,10.0,AGNERRIS,,,ANGLAMEDI,oui,False
2024/2025,PRESESNOR,Préparation session normale,BTSET,01,semestre1,1.0,99.0,99.0,,,,PRESESNOR,oui,False
2024/2025,RES1111,Analyse mathématique I ,RES,01,semestre1,3.0,45.0,30.0,,,,,oui,False
2024/2025,RES1112,Algèbre linéaire I ,RES,01,semestre1,1.0,15.0,10.0,,,,,oui,False
2024/2025,RES1121,Initiation à l’informatique ,RES,01,semestre1,1.0,15.0,10.0,,,,,oui,False
2024/2025,RES1122,Architecture des ordinateurs ,RES,01,semestre1,2.0,30.0,20.0,,,,,oui,False
2024/2025,RES1123,Physique générale ,RES,01,semestre1,2.0,30.0,20.0,,,,PHYSIGENE,oui,False
2024/2025,RES1131,Signaux et Système ,RES,01,semestre1,2.0,30.0,20.0,,,,,oui,False
2024/2025,RES1132,Technique de transmission analogique ,RES,01,semestre1,3.0,45.0,30.0,,,,,oui,False
2024/2025,RES1141,Electronique numérique I ,RES,01,semestre1,3.0,45.0,30.0,,,,,oui,False
2024/2025,RES1142,Circuits électriques ,RES,01,semestre1,2.0,30.0,20.0,,,,,oui,False
2024/2025,RES1151,Electronique de base I ,RES,01,semestre1,3.0,45.0,30.0,,,,,oui,False
2024/2025,RES1161,Concept généraux des réseaux (réseaux NGN) ,RES,01,semestre1,1.0,15.0,10.0,,,,,oui,False
2024/2025,RES1162,TP RESEAUX,RES,01,semestre1,5.0,75.0,45.0,,,,,oui,False
2024/2025,RES1171,Expression orale ,RES,01,semestre1,2.0,30.0,20.0,,,,,oui,False
2024/2025,RES1172,Comptabilité Générale ,RES,01,semestre1,2.0,30.0,20.0,,,,,oui,False
2024/2025,RES1181,CONCEPT GENERAUX DES RESEAUX/ RESEAUX ET TELEINFO,RES,01,semestre1,4.0,60.0,40.0,,,,,oui,False
2024/2025,RES1191,EXPRESSION ANGLAISE,RES,01,semestre1,2.0,30.0,20.0,AGNERRIS,,,EXPREANGL,oui,False
2024/2025,RES1192,EXPRESSION FRANCAISE,RES,01,semestre1,1.0,15.0,10.0,,,,FRANCAIS2,oui,False
2024/2025,RES1211,Analyse mathématique II ,RES,01,semestre2,2.0,30.0,20.0,,,,,oui,False
2024/2025,RES1212,Algèbre linéaire II ,RES,01,semestre2,2.0,30.0,20.0,,,,,oui,False
2024/2025,RES1221,Algorithme et Programmation ,RES,01,semestre2,3.0,45.0,30.0,,,,,oui,False
2024/2025,RES1222,Electromagnétisme ,RES,01,semestre2,2.0,30.0,20.0,,,,,oui,False
2024/2025,RES1231,Technique de Transmissions numériques ,RES,01,semestre2,3.0,45.0,30.0,,,,,oui,False
2024/2025,RES1241,Electronique numériques II ,RES,01,semestre2,2.0,30.0,20.0,,,,,oui,False
2024/2025,RES1242,Electronique de base II ,RES,01,semestre2,3.0,45.0,30.0,,,,,oui,False
2024/2025,RES1251,Administration et supervision des réseaux ,RES,01,semestre2,3.0,45.0,30.0,,,,,oui,False
2024/2025,RES1252,Introduction à la sécurité informatique ,RES,01,semestre2,2.0,30.0,20.0,,,,,oui,False
2024/2025,RES1261,Nomadisme ,RES,01,semestre2,2.0,30.0,20.0,,,,,oui,False
2024/2025,RES1262,Technologie de l’internet ,RES,01,semestre2,3.0,45.0,30.0,,,,,oui,False
2024/2025,RES1271,Economie et Organisation des Entreprises ,RES,01,semestre2,2.0,30.0,20.0,,,,,oui,False
2024/2025,RES1272,Techniques expression,RES,01,semestre2,1.0,15.0,10.0,,,,,oui,False
2024/2025,RES1282,COMPTABILITE GENERALE/COMPTA ANAL ET GESTION,RES,01,semestre2,1.0,15.0,10.0,,,,,oui,False
2024/2025,RES2123,Optique pour les Télécoms,RES,02,semestre1,2.0,30.0,20.0,DETATCHUM,,,OPTTELECO,oui,False
2024/2025,RES2191,EXPRESSION ANGLAISE,RES,02,semestre1,2.0,30.0,20.0,AGNERRIS,,,EXPREANGL,oui,False
2024/2025,RES2311,Probabilité ,RES,02,semestre1,2.0,30.0,20.0,CHGOMA,,,PROBABILI,oui,False
2024/2025,RES2312,Outils scientifiques de base III,RES,02,semestre1,3.0,30.0,20.0,MOYEMELE,,,ANAMATHE3,oui,False
2024/2025,RES2321,Système d’exploitation ,RES,02,semestre1,3.0,45.0,30.0,DENIMENI,CHBRUKO,,SYSTEXPLO,oui,False
2024/2025,RES2322,Propagation des ondes ,RES,02,semestre1,2.0,30.0,20.0,JOKAMGA,,,PROPAONDE,oui,False
2024/2025,RES2323,Projet académique,RES,01,semestre1,3.0,45.0,30.0,,,,PROJACADE,oui,False
2024/2025,RES2331,Téléphonie (RTC/RNIS) ,RES,02,semestre1,3.0,45.0,30.0,MAKAMGA,,,TELRTCRNI,oui,False
2024/2025,RES2332,Téléphonie sur IP ,RES,02,semestre1,3.0,45.0,30.0,JOKAMGA,,,TELEPHOIP,oui,False
2024/2025,RES2341,Transmission sur fibre optique ,RES,02,semestre1,3.0,45.0,30.0,JOKAMGA,,,TRAFIBOPT,oui,False
2024/2025,RES2342,Modulation numérique et notion de compression ,RES,02,semestre1,2.0,30.0,20.0,JOKAMGA,,,MODNUMCOM,oui,False
2024/2025,RES2351,Réseaux étendu et technologie IP ,RES,02,semestre1,2.0,30.0,20.0,JOKAMGA,,,RESETENDU,oui,False
2024/2025,RES2352,TP Réseaux ,RES,02,semestre1,1.0,15.0,10.0,CHBRUKO,DENIMENI,,TPRESEAUX,oui,False
2024/2025,RES2361,Administration des Système d’Exploitation réseaux ,RES,02,semestre1,3.0,45.0,30.0,JOKAMGA,,,ADMSYSEXP,oui,False
2024/2025,RES2362,Authentification et service d’annuaires ,RES,02,semestre1,2.0,30.0,20.0,DENIMENI,,,AUTSERANN,oui,False
2024/2025,RES2371,Création d’Entreprise ,RES,02,semestre1,2.0,30.0,20.0,STTSAMO,,,ENTREPREN,oui,False
2024/2025,RES2372,Education civique et éthique ,RES,02,semestre1,1.0,15.0,10.0,ISMBEMIN,,,EDUCIVETH,oui,False
2024/2025,RES2411,Outils scientifiques de base IV,RES,02,semestre2,2.0,30.0,20.0,MOYEMELE,,,ANAMATHE4,oui,False
2024/2025,RES2412,Statistique ,RES,02,semestre2,2.0,30.0,20.0,CHGOMA,,,,oui,False
2024/2025,RES2421,Base de données ,RES,02,semestre2,3.0,45.0,30.0,JOKAMGA,,,BASEDEDON,oui,False
2024/2025,RES2422,Informatique générale II ,RES,02,semestre2,5.0,75.0,45.0,JOMBONDO,,,INFORGEN2,oui,False
2024/2025,RES2431,Traitement analogique et numérique du signal ,RES,02,semestre2,2.0,30.0,24.0,JOKAMGA,,,ANANUMSIG,oui,False
2024/2025,RES2432,Réseaux locaux sans fil ,RES,02,semestre2,2.0,30.0,20.0,JOKAMGA,,,RESLOCSAF,oui,False
2024/2025,RES2433,Veille technologique ,RES,02,semestre2,1.0,15.0,10.0,JOKAMGA,,,VEILLETEC,oui,False
2024/2025,RES2441,Les réseaux de transmission ,RES,02,semestre2,2.0,30.0,20.0,JOKAMGA,,,RESEATRAN,oui,False
2024/2025,RES2442,Application client-serveur et Web ,RES,02,semestre2,2.0,30.0,20.0,JOKAMGA,,,APPCLISER,oui,False
2024/2025,RES2451,Réseaux mobiles ,RES,02,semestre2,2.0,30.0,20.0,JOKAMGA,,,RESEMOBIL,oui,False
2024/2025,RES2452,Sécurité avancée des réseaux ,RES,02,semestre2,2.0,30.0,20.0,DENIMENI,,,SECAVARES,oui,False
2024/2025,RES2461,Stage professionnel ,RES,02,semestre2,6.0,90.0,60.0,THTCHATCHOUA,,,STAGEPROF,oui,False
2024/2025,RES2471,Economie générale ,RES,02,semestre2,3.0,45.0,30.0,HUDJOMO,,,ECOORGENT,oui,False
2024/2025,SFM1111,Biologie cellulaire et histologie ,SFM,01,semestre1,1.0,15.0,10.0,,,,,oui,False
2024/2025,SFM1112,Anatomie -Physiologie 1 ,SFM,01,semestre1,3.0,45.0,30.0,,,,ANATPHYS1,oui,False
2024/2025,SFM1113,Embryologie ,SFM,01,semestre1,1.0,15.0,10.0,,,,,oui,False
2024/2025,SFM1114,Biologie de la reproduction  ,SFM,01,semestre1,1.0,15.0,10.0,,,,,oui,False
2024/2025,SFM1121,Puériculture ,SFM,01,semestre1,1.0,15.0,10.0,,,,,oui,False
2024/2025,SFM1122,Nutrition,SFM,01,semestre1,1.0,15.0,10.0,THNGAKO,,,NUTRIHUMA,oui,False
2024/2025,SFM1123,Diététique ,SFM,01,semestre1,1.0,15.0,10.0,,,,,oui,False
2024/2025,SFM1131,Histoire de la profession de la sage-femme,SFM,01,semestre1,1.0,15.0,10.0,,,,,oui,False
2024/2025,SFM1132,Éthique et déontologie professionnelle,SFM,01,semestre1,1.0,15.0,10.0,ISMBEMIN,,,ETHIQDEON,oui,False
2024/2025,SFM1133,Soins infirmiers de base ,SFM,01,semestre1,4.0,45.0,30.0,,,,,oui,False
2024/2025,SFM1141,La législation professionnelle ,SFM,01,semestre1,1.0,15.0,10.0,,,,,oui,False
2024/2025,SFM1142,Système national de santé / Politique de santé ,SFM,01,semestre1,1.0,15.0,10.0,,,,,oui,False
2024/2025,SFM1143,Microbiologie ,SFM,01,semestre1,1.0,15.0,10.0,ALHAPPY,,,MICROBIOF1,oui,False
2024/2025,SFM1151,Pharmacologie générale ,SFM,01,semestre1,1.0,15.0,10.0,,,,,oui,False
2024/2025,SFM1152,Hématologie ,SFM,01,semestre1,1.0,15.0,10.0,,,,,oui,False
2024/2025,SFM1153,Pathologie générale ,SFM,01,semestre1,4.0,60.0,40.0,,,,,oui,False
2024/2025,SFM1161,Psychologie-sociologie,SFM,01,semestre1,1.0,15.0,10.0,,,,,oui,False
2024/2025,SFM1162,Éducation pour la santé,SFM,01,semestre1,1.0,15.0,10.0,,,,,oui,False
2024/2025,SFM1163,Prévention des infections,SFM,01,semestre1,1.0,15.0,10.0,,,,,oui,False
2024/2025,SFM1171,Méthode de travail,SFM,01,semestre1,1.0,15.0,10.0,,,,,oui,False
2024/2025,SFM1172,Langue officielle 1,SFM,01,semestre1,1.0,15.0,10.0,,,,,oui,False
2024/2025,SFM1173,Techniques de l’information et de la communication 1,SFM,01,semestre1,1.0,15.0,10.0,,,,INFORGEN1,oui,False
2024/2025,SFM1211,Anatomie physiologie 2 ,SFM,01,semestre2,4.0,60.0,40.0,,,,ANATPHYS2,oui,False
2024/2025,SFM1212,Sémiologie ,SFM,01,semestre2,1.0,15.0,10.0,,,,,oui,False
2024/2025,SFM1213,Pharmacologie spéciale ,SFM,01,semestre2,1.0,15.0,10.0,,,,,oui,False
2024/2025,SFM1221,Techniques de laboratoire ,SFM,01,semestre2,1.0,15.0,10.0,,,,,oui,False
2024/2025,SFM1222,Biochimie clinique ,SFM,01,semestre2,1.0,15.0,10.0,ALHAPPY,,,BIOCHICLI1,oui,False
2024/2025,SFM1223,Parasitologie/Mycologie ,SFM,01,semestre2,1.0,15.0,10.0,,,,,oui,False
2024/2025,SFM1231,Grossesse ,SFM,01,semestre2,1.0,15.0,10.0,,,,,oui,False
2024/2025,SFM1232,Le suivi-prénatal ,SFM,01,semestre2,1.0,15.0,10.0,,,,,oui,False
2024/2025,SFM1233,Accouchement en présentation du sommet ,SFM,01,semestre2,1.0,15.0,10.0,,,,,oui,False
2024/2025,SFM1234,Suivi post natal ,SFM,01,semestre2,1.0,15.0,10.0,,,,,oui,False
2024/2025,SFM1241,Communication pour le développement ,SFM,01,semestre2,1.0,15.0,10.0,,,,,oui,False
2024/2025,SFM1242,Éducation à la vie familiale,SFM,01,semestre2,1.0,15.0,10.0,,,,,oui,False
2024/2025,SFM1243,Soins de base à la naissance/Néonatologie ,SFM,01,semestre2,1.0,15.0,10.0,,,,,oui,False
2024/2025,SFM1251,Soins de santé primaire ,SFM,01,semestre2,1.0,15.0,10.0,,,,,oui,False
2024/2025,SFM1252,Soins infirmiers/Obstétricaux/Néonataux de base,SFM,01,semestre2,1.0,15.0,10.0,,,,,oui,False
2024/2025,SFM1253,Hygiène et assainissement,SFM,01,semestre2,1.0,15.0,10.0,,,,,oui,False
2024/2025,SFM1254,Secourisme ,SFM,01,semestre2,1.0,15.0,10.0,,,,,oui,False
2024/2025,SFM1261,Activités,SFM,01,semestre2,6.0,90.0,60.0,,,,,oui,False
2024/2025,SFM1271,Démarche des soins ,SFM,01,semestre2,1.0,15.0,10.0,,,,,oui,False
2024/2025,SFM1272,Genre ,SFM,01,semestre2,1.0,15.0,10.0,,,,,oui,False
2024/2025,SFM1273,Droits humains,SFM,01,semestre2,1.0,15.0,10.0,,,,,oui,False
2024/2025,SFM2311,Autres variétés d’accouchement,SFM,02,semestre1,2.0,30.0,25.0,,,,,oui,False
2024/2025,SFM2321,Dystocies ,SFM,02,semestre1,2.0,30.0,25.0,,,,,oui,False
2024/2025,SFM2322,Pathologies obstétricales ,SFM,02,semestre1,3.0,45.0,30.0,,,,,oui,False
2024/2025,SFM2323,Complications obstétricales ,SFM,02,semestre1,2.0,30.0,25.0,,,,,oui,False
2024/2025,SFM2331,Méthodes de la recherche ,SFM,02,semestre1,1.0,15.0,10.0,,,,,oui,False
2024/2025,SFM2332,Statistique ,SFM,02,semestre1,2.0,30.0,25.0,,,,,oui,False
2024/2025,SFM2333,Soins infirmiers avancés ,SFM,02,semestre1,1.0,15.0,10.0,,,,,oui,False
2024/2025,SFM2341,Épidémiologie ,SFM,02,semestre1,1.0,15.0,10.0,THNGAKO,,,EPIDEMIO1,oui,False
2024/2025,SFM2342,Démographie ,SFM,02,semestre1,1.0,15.0,10.0,THNGAKO,,,DEMOGRAPH,oui,False
2024/2025,SFM2343,Santé communautaire ,SFM,02,semestre1,1.0,15.0,10.0,,,,,oui,False
2024/2025,SFM2351,Pédiatrie ,SFM,02,semestre1,2.0,30.0,25.0,,,,,oui,False
2024/2025,SFM2352,Vaccination ,SFM,02,semestre1,1.0,15.0,10.0,,,,,oui,False
2024/2025,SFM2353,Techniques avancées en obstétrique ,SFM,02,semestre1,2.0,30.0,25.0,,,,,oui,False
2024/2025,SFM2361,Stage communautaire ,SFM,02,semestre1,6.0,90.0,60.0,,,,,oui,False
2024/2025,SFM2371,Anglais médical/Français médical 2 ,SFM,02,semestre1,0.0,15.0,10.0,AGNERRIS,,,ANGLAMEDI,oui,False
2024/2025,SFM2372,Technique de l’information et de la communication 2 ,SFM,02,semestre1,0.0,15.0,10.0,,,,,oui,False
2024/2025,SFM2411,Gynécologie ,SFM,02,semestre2,2.0,30.0,25.0,,,,,oui,False
2024/2025,SFM2412,Soins obstétricaux ,SFM,02,semestre2,2.0,30.0,25.0,,,,,oui,False
2024/2025,SFM2421,Pédiatrie/Néonatologie/pathologies nouveau-né ,SFM,02,semestre2,3.0,45.0,30.0,,,,,oui,False
2024/2025,SFM2422,Pathologies gynécologiques ,SFM,02,semestre2,2.0,30.0,25.0,MAKAMGA,,,PATHOGYNE,oui,False
2024/2025,SFM2431,Analgésique en obstétrique ,SFM,02,semestre2,2.0,30.0,25.0,,,,,oui,False
2024/2025,SFM2432,Communication ,SFM,02,semestre2,2.0,30.0,25.0,,,,,oui,False
2024/2025,SFM2441,PTME ,SFM,02,semestre2,2.0,30.0,25.0,,,,,oui,False
2024/2025,SFM2442,IST/SIDA ,SFM,02,semestre2,2.0,30.0,25.0,,,,,oui,False
2024/2025,SFM2451,Pathologies obstétricales ,SFM,02,semestre2,4.0,60.0,40.0,,,,,oui,False
2024/2025,SFM2461,Activités ,SFM,02,semestre2,6.0,90.0,60.0,,,,,oui,False
2024/2025,SFM2471,Planification familiale ,SFM,02,semestre2,2.0,30.0,25.0,,,,,oui,False
2024/2025,SFM2472,Initiation à la recherche ,SFM,02,semestre2,1.0,15.0,10.0,,,,,oui,False
2024/2025,SFM3511,Anthropologie ,SFM,03,semestre1,1.0,15.0,10.0,JOTINTCHOU,,,GENERANTH,oui,False
2024/2025,SFM3512,Santé génésique et droit sexuel,SFM,03,semestre1,2.0,30.0,25.0,KEMAUKAM,,,SANGENDRO,oui,False
2024/2025,SFM3513,Toxicologie ,SFM,03,semestre2,1.0,15.0,10.0,THNGAKO,,,TOXICOLOG,oui,False
2024/2025,SFM3521,Anesthésiologie ,SFM,03,semestre1,2.0,30.0,25.0,BEKENFACK,,,ANESTHESI,oui,False
2024/2025,SFM3523,Infertilité/Infécondité ,SFM,03,semestre1,1.0,15.0,10.0,METSASSE,,,INFEINFEC,oui,False
2024/2025,SFM3531,Association grossesse et pathologie PEG ,SFM,03,semestre1,2.0,30.0,25.0,MAKAMGA,,,ASSGROPAT,oui,False
2024/2025,SFM3541,Gynécologie et pathologies gynécologiques,SFM,03,semestre1,1.0,30.0,25.0,MAKAMGA,,,PATHOGYNE,oui,False
2024/2025,SFM3551,Pharmacologie clinique ,SFM,03,semestre1,4.0,60.0,40.0,JOTINTCHOU,,,PHARMACLI,oui,False
2024/2025,SFM3561,Mise en situation maternité ,SFM,03,semestre1,6.0,90.0,60.0,METSASSE,,,MISETUMAT,oui,False
2024/2025,SFM3562,Stage communautaire ,SFM,03,semestre1,6.0,90.0,60.0,METSASSE,,,STAGECOMM,oui,False
2024/2025,SFM357,Formation bilingue,SFM,03,semestre2,1.0,15.0,10.0,AGNERRIS,,,FORMABILI,oui,False
2024/2025,SFM3571,Éducation civique et éthique ,SFM,03,semestre1,2.0,30.0,20.0,ISMBEMIN,,,EDUCIVETH,oui,False
2024/2025,SFM3572,Anglais Médicale,SFM,03,semestre2,1.0,15.0,10.0,AGNERRIS,,,EXPREANGL,oui,False
2024/2025,SFM3612,Rédaction administrative ,SFM,03,semestre2,1.0,15.0,10.0,LEATANGANA,,,REDCPTREN,oui,False
2024/2025,SFM362,Entreprenariat,SFM,03,semestre2,1.0,15.0,10.0,HUDJOMO,,,ENTREPREN,oui,False
2024/2025,SFM3621,Imagerie médicale ,SFM,03,semestre2,1.0,15.0,10.0,THNGAKO,,,IMAGMEDIC,oui,False
2024/2025,SFM3622,Assurance qualité ,SFM,03,semestre2,1.0,15.0,10.0,THNGAKO,,,ASSURQUAL,oui,False
2024/2025,SFM3632,Rédaction de mémoire ,SFM,03,semestre2,1.0,15.0,10.0,CHBRUKO,DENIMENI,,REDACMERE,oui,False
2024/2025,SFM3641,PCIME ,SFM,03,semestre2,3.0,45.0,30.0,THNGAKO,,,PRECIME,oui,False
2024/2025,SFM3651,Suivi du travail et manœuvre obstétricales ,SFM,03,semestre2,2.0,30.0,25.0,THNGAKO,,,SUIVMANOE,oui,False
2024/2025,SFM3661,MSP Maternité ,SFM,03,semestre2,5.0,75.0,45.0,METSASSE,,,MSPMATERN,oui,False
2024/2025,SFM3662,MSP pédiatrie ,SFM,03,semestre2,5.0,75.0,45.0,METSASSE,,,MSPEDIATR,oui,False
2024/2025,SFM3671,Français médical,SFM,03,semestre1,1.0,15.0,10.0,LEATANGANA,,,FRANCMEDI,oui,False
2024/2025,SFM3672,Techniques de l’information et de la communication,SFM,03,semestre2,2.0,30.0,25.0,CHBRUKO,,,TECINFCOM,oui,False
2024/2025,SFM3673,Réanimation,SFM,03,semestre1,2.0,30.0,20.0,GIPONKA,,,REANIMATI,oui,False
2024/2025,SFM3674,Soins infirmiers/Obstétricaux/Néonataux de base,SFM,03,semestre1,1.0,15.0,10.0,BEKENFACK,,,URGENOBST,oui,False
2024/2025,SIN1111,Biologie cellulaire - Histologie ,SIN,01,semestre2,1.0,15.0,10.0,,,,BIOLOGCEL,oui,False
2024/2025,SIN1112,Anatomie - Physiologie I ,SIN,01,semestre1,4.0,60.0,26.0,YVNGOUSSEU,,,ANATPHYS1,oui,False
2024/2025,SIN1113,Chimie générale ,SIN,01,semestre1,1.0,15.0,10.0,XXMBOUOMBOUO,,,CHIMIEGEN,oui,False
2024/2025,SIN1114,Anatomie - Physiologie 2,SIN,01,semestre2,4.0,60.0,26.0,YVNGOUSSEU,,,ANATPHYS2,oui,False
2024/2025,SIN1121,Microbiologie - Bactériologie ,SIN,01,semestre1,1.0,15.0,10.0,ALHAPPY,,,MICROBIOF1,oui,False
2024/2025,SIN1122,Parasitologie ,SIN,01,semestre1,1.0,15.0,10.0,ALHAPPY,,,PARASITOL,oui,False
2024/2025,SIN1123,Biochimie ,SIN,01,semestre1,1.0,15.0,10.0,ALHAPPY,,,BIOCHIMIE,oui,False
2024/2025,SIN1131,Sociologie - Anthropologie et Psychologie ,SIN,01,semestre1,6.0,90.0,60.0,JOTINTCHOU,,,ANTPHYSOC,oui,False
2024/2025,SIN1141,Concepts et théories en sciences infirmières ,SIN,01,semestre1,2.0,30.0,25.0,BEKENFACK,,,CONTHESCI,oui,False
2024/2025,SIN1151,Histoire de la profession infirmière,SIN,01,semestre1,1.0,15.0,10.0,BEKENFACK,,,HISPROINF,oui,False
2024/2025,SIN1152,Cycle de vie ,SIN,01,semestre2,2.0,30.0,25.0,,,,CYCLDEVIE,oui,False
